Familia;Vivienda1;Vivienda2;Vivienda3;Vivienda4
3896;12;8;21;13
3897;17;10;23;17
3898;19;12;19;16
3899;17;8;25;16
3900;13;13;27;15
3901;18;9;18;14
3902;18;9;23;12
3903;13;13;25;17
3904;16;11;27;17
3905;17;8;28;16
3906;17;12;20;14
3907;18;13;18;16
3908;15;9;27;11
3909;18;13;20;15
3910;11;13;18;11
3911;15;9;28;17
3912;17;7;20;15
3913;12;12;26;16
3914;11;7;19;15
3915;19;11;27;13
3916;16;12;27;11
3917;18;9;26;16
3918;15;12;28;13
3919;14;7;21;12
3920;13;10;21;17
3921;11;9;24;14
3922;16;13;20;11
3923;15;12;27;14
3924;17;7;19;14
3925;16;10;18;15
3926;19;7;18;11
3927;15;10;24;15
3928;15;9;20;11
3929;13;7;23;11
3930;16;12;22;12
3931;17;10;22;16
3932;18;13;24;16
3933;18;13;25;11
3934;11;10;26;11
3935;16;10;25;15
3936;15;11;23;14
3937;18;10;28;13
3938;16;11;18;11
3939;18;10;19;15
3940;19;7;20;13
3941;13;7;28;17
3942;14;7;24;11
3943;15;13;20;15
3944;11;7;18;15
3945;19;8;24;16
3946;19;8;28;15
3947;14;12;20;14
3948;17;11;26;17
3949;11;7;23;16
3950;18;8;26;13
3951;18;7;24;16
3952;13;11;20;15
3953;14;12;22;15
3954;13;10;21;17
3955;13;10;23;16
3956;17;12;26;16
3957;12;9;19;14
3958;16;7;28;15
3959;19;12;22;16
3960;16;9;28;14
3961;18;10;18;16
3962;14;11;24;14
3963;14;7;24;12
3964;15;11;25;13
3965;16;8;22;14
3966;13;11;27;16
3967;18;10;21;16
3968;13;13;27;17
3969;14;11;22;12
3970;12;13;28;15
3971;11;12;21;16
3972;11;12;28;17
3973;17;12;20;16
3974;15;9;26;14
3975;16;12;19;17
3976;19;12;25;11
3977;17;8;28;12
3978;13;7;23;15
3979;14;11;18;17
3980;19;8;28;12
3981;14;13;28;17
3982;19;10;28;12
3983;17;13;27;11
3984;16;12;26;12
3985;11;8;24;11
3986;19;9;24;15
3987;12;10;21;13
3988;15;13;20;11
3989;17;9;18;16
3990;16;13;18;11
3991;12;12;25;12
3992;16;10;19;14
3993;18;11;27;13
3994;18;11;27;12
3995;19;12;27;13
3996;17;13;18;14
3997;17;10;21;14
3998;19;13;20;16
3999;16;13;19;13
4000;18;12;25;17
